Id,SalePrice
1461,121601.80612210963
1462,163848.27671837335
1463,190870.26397882422
1464,195299.2177405097
1465,186957.99120323404
1466,175189.05772364006
1467,169791.02464906377
1468,172712.76839085887
1469,181212.9127167053
1470,124073.14748832265
1471,196482.6718724039
1472,98145.28478548174
1473,97265.53144091261
1474,158920.38560863922
1475,128322.21432302982
1476,392308.24087415845
1477,260598.2705453756
1478,295358.494958968
1479,227719.53040462354
1480,475914.50066930865
1481,342110.98389792873
1482,214127.61112449673
1483,172563.46784788623
1484,167171.86864948663
1485,178413.0408484935
1486,194607.01392709176
1487,360759.9748680144
1488,236691.73011342966
1489,218035.30633161808
1490,219524.18777252673
1491,189156.2072189555
1492,87945.56230835595
1493,176688.85126554186
1494,284749.8342374496
1495,276633.52572126477
1496,245216.48969441184
1497,170781.02216739175
1498,154970.47769735378
1499,154179.28400840028
1500,150091.32767108048
1501,179099.2958888217
1502,147427.08722937736
1503,271821.8443202864
1504,241377.50742097123
1505,240285.46324710152
1506,182794.76844501737
1507,251340.59246076926
1508,187218.52862635365
1509,160545.1697927692
1510,151479.7839433523
1511,142479.5868017841
1512,168102.3929695739
1513,130472.18452161018
1514,152963.90280510014
1515,192200.5851480696
1516,157567.79063721513
1517,157575.37606819614
1518,137129.50785294303
1519,233780.93091923356
1520,136567.7881054871
1521,135561.46796274887
1522,165652.5164741424
1523,119230.66585557042
1524,128857.01183317193
1525,126518.31451913383
1526,114201.86185792695
1527,95147.10723515048
1528,136431.10749660738
1529,159475.98175763807
1530,178193.98405438455
1531,86943.21075501412
1532,106736.31530456818
1533,141603.86094892884
1534,118448.02610526778
1535,148020.35063558753
1536,113510.21243610005
1537,62057.482825152045
1538,163161.90296856433
1539,186595.1956097961
1540,94216.74586781731
1541,143366.5416291467
1542,137363.41784893602
1543,221071.3655843211
1544,77513.61540618452
1545,104030.94648875864
1546,130262.18967341736
1547,123811.99561370834
1548,140815.7193384841
1549,119482.08491429563
1550,138651.45214554048
1551,111049.48288324558
1552,131343.72658834734
1553,150265.42132302397
1554,114572.39828518224
1555,167991.8773319161
1556,75913.00756680834
1557,108091.36447757966
1558,87291.81221654302
1559,84531.74150688206
1560,126766.40888864685
1561,118316.60206489905
1562,128270.22719947374
1563,126531.16786079874
1564,156475.41358272335
1565,153805.78033880756
